gene,FPKM.refGTF_NoRad_CD24Pos_1,FPKM.refGTF_NoRad_CD24Pos_2,FPKM.refGTF_Rad_CD24Neg_3,FPKM.refGTF_Rad_CD24Neg_1,FPKM.refGTF_Rad_CD24Neg_2,FPKM.refGTF_Rad_CD24Pos_1,FPKM.refGTF_Rad_CD24Pos_2,FPKM.refGTF_Rad_CD24Pos_3
0610005C13Rik,1.986383222,5.139669273,31.54561185,26.92336273,32.99849864,2.944963118,3.275696535,1.40259262
0610007P14Rik,14.465277,22.532269,55.532677,52.525181,58.780529,20.980406,26.170759,29.829611
0610009B22Rik,7.870163,12.791678,24.604856,27.594521,26.842228,13.044758,14.150626,12.460791
0610009L18Rik,0.62523,0.502243,0.780662,0.907782,1.152058,0.512621,0.539958,0.318782
0610009O20Rik,5.143535,8.979607,12.698249,19.049494,13.704913,8.774503,11.781644,10.741791
0610010B08Rik,0.313075093,0.472550887,0.261372125,0.499541205,0.453594053,0.530218459,0.582157266,0.436819212
0610010F05Rik,2.233168,3.16785,3.856222,3.138566,3.754483,3.135048,3.492374,4.531408
0610010K14Rik,6.552648404,10.65509777,12.36758754,15.90706818,16.6185526,9.753742128,12.65844332,15.49905542
0610011F06Rik,9.69839,16.376343,35.323078,41.214653,42.947483,16.034866,21.301807,19.873045
0610012G03Rik,3.598266,6.586162,22.336531,22.664141,25.777767,7.111882,8.202609,7.789471
0610030E20Rik,1.876631,3.140069,6.272909,8.140872,6.365771,3.876349,3.818624,3.2043
0610031J06Rik,18.324972,26.780603,76.652237,63.806942,62.733948,26.7365,28.840521,31.375641
0610031O16Rik,0,0,0,0,0,0,0,0
0610037L13Rik,4.616261,7.187986,9.450298,9.442923,10.134103,6.806214,7.783034,9.10934
0610038B21Rik,0,0,0.023651,0.007769,0.028196,0,0.02309,0.016195
0610039K10Rik,0.023123,0.233971,0.126257,0.652578,0.242164,0.160652,0.844442,0.208867
0610040B10Rik,0.327512,1.020554,1.339659,0.887721,0.874498,0.793282,0.795694,1.0317
0610040F04Rik,0,0.014643731,0.090853765,0.019974472,0.052565757,0.026590148,0.077573737,0.117136415
0610040J01Rik,11.535027,17.964508,37.070793,31.975998,30.825424,16.398842,19.444403,21.990074
0610043K17Rik,0.106746,0.129709,0,0,0.093162,0.066682,0,0
1010001N08Rik,5.165984514,7.588924525,12.35280747,10.63066112,13.32278997,6.898796356,7.956987418,6.095517981
1100001G20Rik,0,0.106557,0.142523,0.304661,0,0.05788,0,0
1110001J03Rik,5.895812,12.055736,23.006649,32.801594,40.06892,11.514381,15.278329,12.334923
1110002L01Rik,1.67572,1.665707,1.165347,1.15614,1.005637,1.872613,2.212314,1.64332
1110004E09Rik,3.31149,6.243727,8.61322,10.310526,10.911209,5.634068,7.254313,9.326089
1110004F10Rik,13.678382,25.60211,32.899467,34.968266,36.202503,22.02457,26.741508,30.578205
1110006O24Rik,0.21646,0.244497,0.511812,0.558093,0.316196,0.577779,0.550687,0.449849
1110007C09Rik,2.769489,6.35269,24.440252,13.842652,14.125824,3.548039,5.186749,4.163786
1110008F13Rik,10.482976,18.022003,39.365128,36.706032,40.753033,16.227798,18.629467,22.307938
1110008L16Rik,3.360361,4.950219,4.496779,7.716348,6.310164,6.152476,7.231248,7.175952
1110008P14Rik,4.341918,7.461832,18.625891,11.480453,15.183514,6.949943,9.480857,9.133896
1110012L19Rik,4.1057,6.192287,12.26306,13.489025,14.113021,7.57333,7.421076,8.279516
1110015O18Rik,0,0,0,0,0,0,0,0
1110017D15Rik,0,0,0.194727983,0,0.066775665,0,0.091431456,0.047738386
1110019D14Rik,1.73216,1.671568,2.010065,2.540165,2.52841,2.507819,2.702892,1.977314
1110020A21Rik,0.78508325,0.818240949,0.704078785,1.392495931,1.733648387,0.761423458,0.843442205,0.434348998
1110025L11Rik,0,0,0,0,0,0,0,0
1110028F11Rik,0.151101,0.181826,0.063604,0.086008,0.111339,0.179186,0.178267,0.28167
1110028F18Rik,0,0.036076,0.089302,0.017881,0,0,0,0.036665
1110032A03Rik,3.449237,3.805064,8.251415,6.771971,7.856916,4.128481,4.212881,4.244061
1110032F04Rik,0.076995,0.081558,2.976078,0.309816,1.342558,0.284919,0.597905,0.699273
1110034G24Rik,1.549489,2.267241,3.769782,4.799839,3.994954,1.733459,2.514286,2.198683
1110036E04Rik,0.028678,0,0.023036,0,0,0,0,0
1110037F02Rik,2.58436,4.385905,6.079606,7.307115,6.69222,4.750859,4.805263,4.75045
1110038B12Rik,7.557112847,21.2527539,24.26068242,26.50014343,24.69413848,23.77856723,26.76521332,30.08486556
1110038F14Rik,3.270561,5.440766,7.613358,8.325355,8.484641,4.655532,6.791884,6.360598
1110046J04Rik,0.32791,0.122757,2.061666,0.443618,0.242212,0.17999,0.212276,0.367951
1110051M20Rik,0.773952,1.0358,1.246574,0.858038,0.910418,0.770989,1.425111,1.42871
1110054M08Rik,2.826551,3.870423,8.26972,7.215642,8.957824,3.85951,4.203089,3.80983
1110057K04Rik,6.223806837,8.378851863,18.09353617,23.68898321,22.06288701,10.01491123,11.78144043,11.71524214
1110058L19Rik,4.504741,7.06658,17.769644,17.183048,19.469215,7.74158,8.531541,10.080647
1110059E24Rik,13.106308,23.584558,37.756821,37.08263,38.327961,22.195967,22.083241,27.734175
1110059G10Rik,1.228959,2.289587,5.198862,5.608057,6.214112,2.152652,2.188018,2.226287
1110065P20Rik,5.714801,7.787217,8.757504,7.323106,9.138398,6.851995,8.667181,9.081545
1190002F15Rik,1.766898437,2.667381791,1.652748369,5.120614339,3.257166356,2.427633662,2.503482109,2.748415898
1190002N15Rik,1.55282,2.175935,10.705849,10.851988,7.353319,2.758204,2.139081,2.624013
1190003K10Rik,0,0,0,0,0,0,0,0
1190005I06Rik,0.060716,0.096118,0.439308,0.358061,0.353624,0.138612,0.385826,0.370763
1190007I07Rik,2.553109382,4.193264535,5.35030052,7.784744273,10.00344838,4.170322937,6.339760401,5.470242614
1200014J11Rik,1.653565,2.847007,4.205871,4.977724,4.35368,3.051793,3.42233,3.81569
1300002E11Rik,1.772389609,2.267530915,3.805419362,3.656417555,3.726400315,2.228839794,2.521318111,2.136870604
1300002K09Rik,6.619977,9.492162,3.011832,2.361531,1.737531,6.49404,8.397528,6.687634
1300017J02Rik,0,0,0,0,0,0,0,0
1500004A13Rik,0.387438,0.772599,0.858873,0.896799,0.620728,0.615952,0.634994,0.861838
1500009C09Rik,0,0,0.500430422,0.112929193,0.15059406,0,0,0.039035571
1500009L16Rik,0.269621,0.815021,2.066932,1.038344,1.261352,0.71037,0.764198,1.464399
1500011B03Rik,1.904502695,2.216978761,2.075454632,1.433749421,1.342776177,1.803927512,2.269165655,2.560237228
1500011K16Rik,1.937078,3.06208,7.248878,9.31504,10.104312,3.176236,4.874584,4.685307
1500012F01Rik,15.711356,31.369755,30.187103,52.250534,45.626125,49.390919,44.021168,44.799141
1500012K07Rik,0,0,0,0,0,0,0,0
1500015A07Rik,0.838689,1.391739,2.826987,2.941812,3.334937,1.693945,2.476534,2.371722
1500015L24Rik,0,0,0,0,0,0,0,0
1500015O10Rik,0,0,0,0,0,0,0.042946,0
1500017E21Rik,0.016741,0,0.138639,0.062758,0.118705,0,0.017711,0
1600002D24Rik,0.054317596,0.119285288,0.016262468,0.026992231,0,0.095807019,0.071472646,0.090070234
1600002H07Rik,0.884226,1.518464,1.413133,2.178021,1.662516,1.345029,1.891118,1.954858
1600002K03Rik,3.619674,5.10329,10.402883,12.076729,13.861714,5.859912,7.72754,9.518933
1600010M07Rik,0,0,0,0,0,0,0,0
1600012H06Rik,7.969059041,9.777478314,16.74137295,13.69393462,14.70371081,11.40184143,10.18081739,10.27885364
1600014C10Rik,1.608281208,2.963327691,15.15078683,14.64486201,20.07490871,2.325360292,2.597221684,2.081699444
1600014C23Rik,0,0,0.092718,0,0,0,0,0
1600014K23Rik,0,0,0,0,0,0,0,0
1600015I10Rik,0,0,0.019081,0,0.011627,0,0,0
1600016N20Rik,0.403627,0.931102,2.276574,1.074286,0.777416,0.653939,1.023388,0.858639
1600019K03Rik,0,0,0,0,0,0,0,0
1600020E01Rik,1.466190254,2.731969709,3.862448962,3.485042987,2.808847988,2.782836386,2.69625507,3.028322239
1600023N17Rik,0.088133,0.046609,0.175071,0.130209,0.127619,0.075118,0.046928,0.024632
1600025M17Rik,0,0,0,0,0,0,0,0
1600027J07Rik,0,0.192156,0.098217,0,0.11735,0.077937,0,0
1600029I14Rik,0,0.067837,0.442327,0.414102,0.297997,0.251641,0.55412,0.627307
1600029O15Rik,0.021759,0,0.022881,0.031037,0.026425,0.014107,0,0.013184
1700001C02Rik,0,0,0,0,0,0,0,0
1700001C19Rik,0,0.02617265,0.152723773,0.095348223,0.071531911,0,0.026264512,0
1700001D01Rik,0,0,0,0,0,0,0,0
1700001F09Rik,0,0,0,0,0,0,0,0
1700001G11Rik,0,0.047182,0.06225,0,0,0,0,0
1700001G17Rik,0.124336,0.157847,0,0.003372,0.137648,0.074408,0.068087,0.110431
1700001J03Rik,0,0,0.075135,0.030821,0.146785,0.161201,0.060801,0.095112
1700001J11Rik,0.020255,0.016649,0.033959,0.072708,0.071666,0.074319,0.042936,0.01006
1700001K19Rik,0,0.02438,0.108947,0.097775,0.067637,0.020731,0,0
1700001K23Rik,0,0,0,0.046576,0.154833,0.035609,0.144225,0
1700001L05Rik,0.757237,1.85386,0.991426,1.323073,1.055604,1.545497,1.619842,1.47839
1700001L19Rik,0,0,0.039846,0.054969,0,0,0,0
1700001O22Rik,0.097485556,0.419917944,0.105158919,0.056517545,0,0.170211439,0.397074777,0.308628962
1700001P01Rik,0,0,0,0,0,0,0,0
1700003C15Rik,0,0,0,0,0,0,0,0
1700003D09Rik,0.327987,0.730848,0.859256,1.129856,1.07896,0.72732,1.153169,0.587233
1700003E16Rik,1.457701,1.153692,0.707802,1.518664,1.09022,1.864319,1.95801,1.094015
1700003E24Rik,0,0,0,0,0,0,0,0
1700003F12Rik,0,0,0,0,0,0,0,0
1700003G13Rik,0,0,0,0,0,0,0,0
1700003G18Rik,0,0,0,0,0,0,0,0
1700003H04Rik,0,0,0,0,0,0,0,0
1700003L19Rik,0,0,0,0,0,0,0,0
1700003M02Rik,0,0,0,0,0,0,0,0
1700003M07Rik,0.008363234,0.020228035,0.281212201,0.03073274,0.037433317,0,0.030582874,0.090600599
1700003P14Rik,0,0,0,0,0,0,0,0
1700006A11Rik,0,0,0,0,0,0,0,0
1700006E09Rik,0,0,0,0,0,0,0,0
1700006F04Rik,0,0,0,0,0,0,0,0
1700006H21Rik,0,0,0,0,0,0,0,0
1700007B14Rik,0,0,0,0,0,0,0,0
1700007F19Rik,0,0,0,0,0,0,0,0
1700007G11Rik,0,0,0,0,0,0,0,0
1700007J10Rik,0,0.153008,0,0.176298,0,0.183969,0.143351,0.163489
1700007K09Rik,0,0.044897,0.087407,0,0,0,0,0
1700007K13Rik,0,0,0.726466,0,0.159763,0,0.116702,0.337264
1700007L15Rik,0.918442,1.785745,2.418662,2.185105,1.961957,1.205799,1.481036,1.98381
1700007P06Rik,0,0,0,0,0,0,0,0
1700008F21Rik,0,0,0,0,0,0,0,0
1700008I05Rik,0,0,0,0,0,0,0,0
1700008J07Rik,0.34829,0.368323,0.765575,0.941201,0.832173,0.468947,0.541346,0.279481
1700008K24Rik,0,0,0,0,0,0,0,0
1700008O03Rik,0,0,0,0,0.110338,0,0.038359,0.026717
1700008P02Rik,0,0,0,0,0,0,0,0
1700009C05Rik,0,0,0,0,0,0,0,0
1700009J07Rik,0,0,0,0,0,0,0,0
1700009N14Rik,0,0,0,0,0,0,0,0
1700009P17Rik,0.107467,0.24953,0.762892,0.701346,0.570043,0.391961,0.205112,0.536494
1700010B08Rik,0,0,0,0,0,0,0,0
1700010D01Rik,0,0,0,0,0,0,0,0
1700010I02Rik,0,0,0,0,0,0,0,0
1700010I14Rik,0.161351,0.380912,0.031799,0.018984,0.015076,0.060702,0.056425,0.085067
1700010J16Rik,0,0,0,0,0,0,0,0
1700010K23Rik,0,0,0,0,0,0,0,0
1700011A15Rik,0,0.0261,0,0,0,0,0,0
1700011B04Rik,0,0,0,0,0,0,0,0
1700011E24Rik,0,0,0,0,0,0,0,0
1700011H14Rik,0.544559,0.361405,0.242057,1.787059,0.453951,0.130629,0.100935,0.221858
1700011I03Rik,0,0,0,0,0,0,0,0
1700011L22Rik,0,0,0,0,0,0,0,0
1700011M02Rik,0,0,0,0,0,0,0,0
1700012A03Rik,0,0,0,0,0,0,0,0
1700012B07Rik,0,0,0,0,0,0,0,0
1700012B09Rik,0,0,0,0,0,0,0,0
1700012D01Rik,0.144277,0.066931,0,0.223125,0.144083,0.219103,0.101422,0.178157
1700012D14Rik,0.140538,0.101435,0.118735,0,0.122648,0.120913,0.372531,0.204901
1700012I11Rik,0,0,0,0,0,0,0,0
1700012L04Rik,0.039651,0.111272,0.552052,0.338694,0.266563,0.173223,0.073133,0.173908
1700012P22Rik,0,0,0,0,0,0,0,0
1700013D24Rik,0,0,0,0,0,0,0,0
1700013F07Rik,0,0,0,0,0,0,0,0
1700013G24Rik,0,0,0,0,0,0,0,0
1700013H16Rik,0,0,0,0,0,0,0,0
1700015E13Rik,0,0,0.040147,0.025842,0,0,0.098643,0
1700015F17Rik,0,0,0,0,0,0,0,0
1700015G11Rik,0,0,0,0,0,0,0,0
1700016C15Rik,0.177522,0.156299,6.768675,1.298674,1.112623,0,0.12444,0.643802
1700016D06Rik,0,0,0,0,0,0,0,0
1700016G22Rik,0,0,0,0,0,0,0,0
1700016H13Rik,0,0,0,0,0,0,0.045282793,0.129089027
1700016K19Rik,0,0.153205,0.596783,0.490902,0.561584,0.191588,0.371182,0.374586
1700016L04Rik,0,0,0,0.018911,0,0,0,0
1700016L21Rik,0,0,0,0,0,0,0,0
1700016P04Rik,0,0,0,0,0,0,0,0
1700017B05Rik,0.836028,2.291657,3.354393,3.853989,2.162291,2.509609,2.62673,2.556946
1700017D01Rik,0,0,0,0,0,0,0,0
1700017G19Rik,0,0,0,0,0,0,0,0
1700017J07Rik,0,0,0,0,0,0,0,0
1700017N19Rik,0,0,0,0,0,0,0,0
1700018A04Rik,0,0,0,0,0,0,0,0
1700018B08Rik,0,0,0,0,0,0,0,0
1700018B24Rik,0,0,0,0,0,0,0,0
1700018C11Rik,0,0,0,0,0,0,0,0
1700018F24Rik,0,0,0,0,0,0,0,0
1700018G05Rik,0,0,0,0,0,0,0,0
1700018L02Rik,0.657396,0.999972,2.489026,2.55239,2.680926,0.883208,1.037433,0.885196
1700019A02Rik,0,0,0,0,0,0,0,0
1700019B03Rik,0,0,0,0,0,0,0,0
1700019B21Rik,0,0,0,0,0,0,0,0
1700019D03Rik,5.141986,6.56871,1.236688,2.106025,1.843079,4.873951,6.210853,4.246695
1700019E08Rik,0,0,0,0,0,0,0,0
1700019G17Rik,2.546852581,7.104480709,50.49802678,46.14107226,54.83675585,5.392514923,4.25304176,3.655376906
1700019G24Rik,0,0,0,0,0,0,0,0
1700019L03Rik,0.106772,0.403817,3.559477,0.498282,0.347094,0.094059,0.087289,0.271419
1700019M22Rik,0,0,0,0,0,0,0,0
1700019N19Rik,0,0,0,0,0,0,0,0
1700019O17Rik,0,0,0,0,0,0,0,0
1700020A23Rik,0,0,0.031287364,0,0,0,0,0
1700020D05Rik,0.021436,0.023129,0.047133,0,0.055569,0,0.069326,0.048732
1700020G17Rik,0,0,0,0,0,0,0,0
1700020I14Rik,6.885917977,9.949146604,23.28571243,24.72713949,25.69635616,10.11568836,10.28222002,9.375564114
1700020L24Rik,0.849055,1.19157,3.777418,4.236857,3.854657,1.140342,1.075007,1.321608
1700020M21Rik,0,0,0,0,0,0,0,0
1700020N01Rik,0.052228,0.076724,0.112274,0.14571,0.22834,0,0.021998,0
1700020N15Rik,0,0,0,0,0,0,0,0
1700020N18Rik,0,0,0.038494,0,0,0,0,0
1700021F05Rik,4.736666,9.168713,25.263514,25.332403,21.629061,9.521698,10.563986,12.49005
1700021F07Rik,0,0,0,0,0,0,0,0
1700021K19Rik,3.299829007,3.917419775,7.88539859,9.794493555,9.414660028,4.361406685,4.919140418,4.331742249
1700021N21Rik,0,0,0,0,0,0,0,0
1700022A21Rik,0,0,0,0,0,0,0,0
1700022A22Rik,0,0,0,0,0,0,0,0
1700022E09Rik,0,0,0,0,0,0,0,0
1700022H16Rik,0,0,0,0,0,0,0,0
1700022I11Rik,0,0,0,0,0,0,0,0
1700023C21Rik,0,0,0,0,0,0,0,0
1700023E05Rik,0.077179,0.088939,1.095433,0.264207,0.242188,0.118373,0.054674,0.115076
1700023F02Rik,0,0,0,0,0,0,0,0
1700023F06Rik,0,0,0.087888,0.039998,0,0,0,0
1700023L04Rik,0.070445,0.070502,0,0,0,0,0,0.074519
1700024B18Rik,0,0,0,0,0,0,0,0
1700024F13Rik,0,0.134968,0.056795,0.086606,0,0.084453,0.283759,0.254584
1700024G13Rik,0,0,0,0,0,0,0,0
1700024P04Rik,0,0,0,0,0,0,0,0
1700024P16Rik,0.295849785,0.562306554,1.79740683,0.291149091,0.456012145,0.233696668,0.461275889,0.406268146
1700025B11Rik,0,0,0,0,0,0,0,0
1700025C18Rik,0,0,0,0,0,0,0,0
1700025F22Rik,0,0,0,0,0,0,0,0
1700025F24Rik,0,0,0,0,0,0,0,0
1700025G04Rik,0.302919,0.839331,1.71515,2.758693,2.317518,0.8478,0.826397,0.865247
1700025K24Rik,0,0,0,0,0,0,0,0
1700025M24Rik,0,0,0,0,0,0,0,0
1700025N23Rik,0,0.03885,0.13189,0.052293,0.03181,0,0,0
1700026D08Rik,0,0,0.018436,0,0,0,0,0
1700026D11Rik,0,0,0,0,0,0,0,0
1700026F02Rik,0,0,0,0,0,0,0,0
1700026L06Rik,0,0,0,0,0,0,0,0
1700027A15Rik,0,0,0,0,0,0,0,0
1700027F09Rik,0,0,0,0,0,0,0,0
1700027H10Rik,0,0,0,0,0,0,0,0
1700027I24Rik,0,0,0,0,0,0,0,0
1700027J07Rik,0.020883,0,0,0,0,0,0,0
1700028B04Rik,0,0,0,0,0,0,0,0
1700028D13Rik,0,0,0,0,0,0,0,0
1700028E10Rik,0,0.060299928,0,0,0.031669008,0.041879663,0.047459002,0.058325513
1700028I16Rik,0.083572,0,0.044583,0.067822,0,0,0.044353,0
1700028J19Rik,0.209584,0.304662,0.494864,0.494466,0.386432,0.3966,0.325372,0.330126
1700028K03Rik,0.020325292,0.108153473,0.033073808,0.043691384,0.033919902,0.082010213,0.025351415,0.041190219
1700028M03Rik,0,0,0,0,0,0,0,0
1700028P14Rik,0,0,0,0,0,0,0,0
1700028P15Rik,0,0,0,0,0,0,0,0
1700029B22Rik,0,0,0,0,0,0,0,0
1700029F12Rik,0,0,0,0,0,0,0,0
1700029H14Rik,0,0,0,0,0,0,0,0
1700029I15Rik,0.161182,0.260282,1.263463,0.841206,1.152615,0.059418,0.283846,0
1700029J03Rik,0,0,0,0,0,0,0,0
1700029J07Rik,0.145581,0.341521,0.105912,0.086995,0,0.202081,0.199614,0.17098
1700029M20Rik,0,0,0,0,0,0,0,0.008379573
1700029N11Rik,0,0,0,0,0,0,0,0
1700029P11Rik,0,0,0,0,0,0,0,0
1700030A11Rik,0.049196,0.145104,0.595061,0.088287,0.144803,0,0.049642,0.087002
1700030C10Rik,0,0,1.127995,0.746674,0.914913,0.316499,0.51514,0.482717
1700030F04Rik,0,0,0,0,0,0,0,0
1700030F18Rik,0,0,0,0,0,0,0,0
1700030J22Rik,0.052353,0.050937,0.268488,0.214646,0.160083,0.063799,0.055411,0.099296
1700030K09Rik,0.721148,0.879484,0.824306,1.201382,0.948506,0.994613,1.267452,0.947185
1700030L20Rik,0,0,0,0,0,0,0,0
1700030M09Rik,0,0,0,0,0,0,0,0
1700030N03Rik,0,0,0,0,0,0,0,0
1700030O20Rik,0,0,0,0,0,0,0,0
1700031A10Rik,0,0,0,0,0,0,0,0
1700031F05Rik,0,0,0,0,0,0,0,0
1700031M16Rik,0,0,0,0,0,0,0,0
1700031P21Rik,0,0,0,0,0,0,0,0
1700034E13Rik,0,0,0,0,0,0,0,0
1700034F02Rik,0,0,0.043817,0,0,0,0,0
1700034G24Rik,0,0,0,0,0,0,0,0
1700034H15Rik,0.014946,0.034434,0.072753,0.048554,0.046044,0.023248,0.022053,0.056809
1700034I23Rik,0,0.004959,0.00512,0,0.002836,0,0,0.005294
1700034J05Rik,0,0,0,0,0,0,0,0
1700034K08Rik,0,0,0,0,0,0,0,0
1700034O15Rik,0,0,0,0,0,0,0,0
1700034P13Rik,0.557051,0.859497,1.57046,1.754398,1.939445,0.937331,1.126436,0.759812
1700036G14Rik,0,0,0,0,0,0,0,0
1700037C18Rik,0.550175,1.447242,2.039287,1.647709,1.733341,0.762776,0.941274,1.255572
1700037H04Rik,2.88328,5.268175,10.006912,11.525269,13.470354,6.11724,9.144311,7.855254
1700039E15Rik,0,0,0,0,0,0,0,0
1700039E22Rik,0,0,0,0,0,0,0,0
1700040L02Rik,1.061825,2.210996,0.887306,1.568103,1.435852,1.847065,2.472923,2.079473
1700041C23Rik,0,0,0,0,0,0,0,0
1700041M19Rik,0,0,0,0,0,0,0,0
1700042B14Rik,0,0,0,0,0,0,0,0
1700042G07Rik,0,0,0,0,0,0,0,0
1700042G15Rik,0,0,0,0,0,0,0,0
1700042O10Rik,0.020592,0,0.073708,0,0.036331,0,0,0
1700044C05Rik,0,0,0,0,0,0,0,0
1700044K03Rik,0,0,0,0,0,0,0,0
1700045H11Rik,0,0,0,0,0,0,0,0
1700046C09Rik,0,0,0,0,0,0,0,0
1700047A11Rik,0,0,0,0,0,0,0,0
1700047E10Rik,0,0,0.207618,0,0,0,0,0
1700047G03Rik,0,0,0,0,0,0,0,0
1700047I17Rik2,0.1574725,0.3811835,0.0302625,0.1344255,0.248015,0.1159475,0.383352,0.402663
1700047L14Rik,0,0,0,0,0,0,0,0
1700047M11Rik,0,0,0,0,0,0,0,0
1700048M11Rik,0.18393,0.124993,0,0.171845,0,0.091191,0,0.101459
1700048O20Rik,0.048152,0.189709,0.076429,0.070682,0.069919,0.137001,0.05313,0.179879
1700049E15Rik,0,0,0,0,0,0,0,0
1700049E22Rik,0,0,0,0,0,0,0,0
1700049G17Rik,0.579704,0.721862,0.615225,1.111345,0.935921,0.953368,0.949792,0.726231
1700049L16Rik,0,0,0,0,0,0,0,0
1700051A21Rik,0,0,0,0,0,0,0,0
1700052I22Rik,0,0,0,0,0,0,0,0
1700052K11Rik,0.431105,0.884672,0.701285,0.778045,0.934087,0.65201,0.769533,0.860411
1700052N19Rik,2.129761,4.485807,8.17242,9.616337,8.622092,4.335381,4.692536,5.459938
1700054A03Rik,0.274348,0.119015,0,0.167866,0.082419,0.234161,0.18747,0.379473
1700054K19Rik,0,0,0,0,0,0,0,0
1700054M17Rik,0,0,0,0,0,0,0,0
1700054O13Rik,0,0,0,0,0,0,0,0
1700055C04Rik,0,0,0,0,0,0,0,0
1700055N04Rik,0,0,0.576415,0.091873,0.04306,0,0,0.059063
1700056E22Rik,0.075649,0.024213,0.06143,0.074227,0.05895,0.078823,0.073054,0.079056
1700057G04Rik,0,0,0,0,0,0,0,0
1700057H15Rik,0,0,0,0,0,0,0,0
1700060C16Rik,0,0,0,0,0,0,0,0
1700060C20Rik,0.056403,0.106035,0,0,0,0.123968,0,0.187437
1700061F12Rik,0,0,0,0,0,0,0,0
1700061G19Rik,0,0.045878,0.025441,0.01038,0,0.029048,0.045894,0
1700061I17Rik,0,0,0,0,0,0,0,0
1700063A18Rik,0,0,0,0,0,0,0,0
1700063D05Rik,0,0,0,0,0,0,0,0
1700063O14Rik,0,0,0,0,0,0,0,0
1700064J06Rik,0,0,0,0,0,0,0,0
1700064M15Rik,0,0,0,0,0,0,0,0
1700065D16Rik,0,0,0,0,0,0,0,0
1700065I16Rik,0,0,0,0,0,0,0,0
1700065J11Rik,0,0,0,0,0,0,0,0
1700065J18Rik,0,0,0,0,0,0,0,0
1700065L07Rik,0,0,0,0,0,0,0,0
1700065O20Rik,0,0,0.364136,0.051011,0.286916,0,0,0.07004
1700066B17Rik,0,0,0.018383,0,0,0,0,0
1700066B19Rik,5.661215,15.537735,3.711057,3.596636,2.546755,10.507827,12.837393,13.705961
1700066M21Rik,0.934821,1.113086,1.368346,2.012128,1.730983,1.328048,1.444821,1.680104
1700066N21Rik,0,0,0,0,0,0,0,0
1700066O22Rik,0,0,0,0,0,0,0,0
1700067G17Rik,0,0,0,0.081049,0,0,0,0
1700067K01Rik,0,0,0.035542,0,0.054367,0.038886,0.060426,0.048472
1700067P10Rik,0,0,0,0,0,0,0,0
1700069L16Rik,0,0,0,0,0,0,0,0
1700069P05Rik,0,0,0,0,0,0,0,0
1700071K01Rik,0,0,0.005708,0,0,0,0,0
1700071M16Rik,0,0,0.080901,0,0.011534,0,0.119478,0.113183
1700072B07Rik,0,0,0,0,0,0,0,0
1700072O05Rik,0,0,0,0,0,0,0,0
1700073E17Rik,0,0.002461,0,0,0,0,0,0
1700074H08Rik,0,0,0,0,0,0,0,0
1700074P13Rik,0,0,0.01458,0,0,0,0,0
1700080E11Rik,0,0,0,0,0,0,0,0
1700080N15Rik,0,0,0,0,0,0,0,0
1700080O16Rik,0,0,0,0,0,0,0,0
1700081H04Rik,0,0,0,0,0,0,0,0
1700084C01Rik,0.038278,0.065145,0.170165,0.132337,0.120078,0.174886,0.236567,0.068289
1700084E18Rik,0.051005,0.270098,0.110664,0.31587,0.231607,0.126885,0.269615,0.056834
1700084F23Rik,0,0,0,0,0,0,0,0
1700084J12Rik,0,0,0,0,0.019755,0,0,0
1700085C21Rik,0,0,0,0,0,0,0,0
1700086L19Rik,0.123473,0.223986877,0.831017732,0.358941235,0.947893026,0.509128296,0.652161453,0.744598626
1700086O06Rik,0.321498282,0.555796667,0.513775215,0.4142762,0.448277127,0.416059091,0.496706581,0.509843567
1700088E04Rik,0.910472,1.755369,3.4389,3.020604,2.316266,1.710525,1.969309,1.655657
1700091H14Rik,0,0,0,0,0,0,0,0
1700092C02Rik,0,0,0,0,0,0,0,0
1700092C10Rik,0,0,0,0,0,0,0,0
1700092E19Rik,0,0,0,0,0,0,0,0
1700092K14Rik,0,0,0,0,0,0,0,0
1700092M07Rik,0,0.177616,0.089091,0.194827,0,0.065643,0.207415,0.082534
1700093K21Rik,0,0,0.032973545,0,0,0,0,0
1700094D03Rik,0.577207,0.991109,0.64914,0.767913,0.941544,0.69375,0.963173,0.820984
1700094J05Rik,0,0.138727,0.203783,0,0.173052,0,0.206794,0
1700094M24Rik,0,0,0,0,0,0,0,0
1700095A21Rik,0,0,0,0,0,0,0,0
1700095B10Rik,0,0,0,0,0,0,0,0
1700096J18Rik,0.073337,0,0.150582,0.199399,0.282135,0,0.115417,0
1700096K18Rik,0.600959,0.727022,1.697735,1.216518,1.167625,0.610963,0.753958,0.629837
1700097N02Rik,0.524715,0.62775,1.338777,2.420159,2.171337,1.066749,1.691463,1.699801
1700100L14Rik,0,0,0,0,0,0,0,0
1700101E01Rik,0.0956,0.075446,0.141187,0.167412,0.107967,0.109282,0,0.039829
1700101I11Rik,0,0.027449,0,0.029359,0.034655,0,0.102319,0.137813
1700101O22Rik,0,0,0,0,0,0,0,0
1700102H20Rik,0,0.290559,0.243014758,0.190537,0.153564,0.157751,0.229949,0.351071
1700102P08Rik,0.171831,0.147148,0.182016,0.244183,0.195898,0.110187,0.231845,0.022464
1700104L18Rik,0,0,0,0,0,0,0,0
1700105P06Rik,0,0,0.086537,0,0,0.045678,0,0
1700106J16Rik,0,0,0,0,0,0,0,0
1700108F19Rik,0,0,0.220781,0.217547,0.364705,0.0588,0.040514,0.128346
1700108J01Rik,0,0,0,0,0,0,0,0
